,custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,avg_price_last_12_month,trans_top_time_last_1_month,trans_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_city,second_city,third_city,foreign_city,other_city
1280,1953402,0.02,0.98,1900,1.17,0.93,0.438,23,12,3,11500,0,25,176750,226,0.35,40820,8,4890,1000,9,9,0,3,10,10,441504,2020,6,0,1270,26230,0,952,84,546,74,29,18,8,57,16,30,36,512,77,42,37,4,14,4,10,1,2,20,45,15,1,1,313,1500,75,10,12,3300,1580,6900,81,4,4,14400,7575,5,25,0,0,1,0,0
1281,2035163,0.02,0.76,7900,0.04,0.66,0.48,28,9,3,67940,0,29,64930,229,0.35,10380,8,33380,890,7,16,0,0,1,2,606357,2000,2,0,950,3200,0,1418,83,615,78,6,5,1,8,2,6,7,588,80,6,4,0,3,1,2,0,0,1,21,4,0,0,323,1000,83,2,2,1000,950,12000,78,1,1,12000,12000,-1,149,0,0,0,1,0
1282,1027917,0.02,0.95,900,0.68,0.86,0.413,10,9,2,19850,0,19,286320,165,0.15,52990,7,9770,1090,10,10,1,2,8,8,1200269,4940,8,0,2010,29070,0,729,82,539,74,7,4,3,8,1,6,6,547,74,48,33,6,14,4,10,6,12,22,46,30,3,3,349,1700,74,10,11,2100,1310,3400,75,4,6,14400,5325,11,0,0,0,1,0,0
1283,1633290,0.04,0.96,300,0,0.86,0.558,18,7,2,11240,0,25,126030,246,0.2,38220,7,21440,740,7,14,0,1,1,3,64365,4630,3,0,0,9630,0,945,82,644,71,9,5,3,13,7,12,12,615,76,15,13,0,9,6,3,1,3,4,28,3,1,2,356,2000,74,3,3,2200,1566,4300,79,6,7,13200,3733,7,2,1,0,0,0,0
1284,2330142,0.02,0.82,2000,0.62,1,0.391,30,27,3,14520,0,28,215470,195,0.35,42760,6,3600,1180,14,14,1,0,12,12,574,1530,8,0,0,15500,0,919,82,550,72,28,12,8,44,17,25,37,502,75,43,37,5,14,3,11,2,9,32,41,13,2,0,357,1800,74,11,11,2400,1481,11400,81,3,3,14400,9000,1,5,0,0,1,0,0
1285,2916365,0.01,0.96,0,1.3,0.33,0.436,22,20,2,14560,0,13,279060,159,0.25,67670,7,2370,1330,7,9,1,2,5,5,15657,2900,5,0,0,26770,0,1242,82,545,74,20,13,7,26,8,12,21,490,76,61,51,1,27,14,13,1,4,33,71,28,1,0,350,2000,71,13,13,5200,1700,8200,80,14,17,21600,7971,7,24,1,0,0,0,0
1286,3225959,0.01,0.87,0,0.34,0.71,0.197,50,51,1,20,0,15,85380,74,0.4,15680,5,5720,1610,0,16,0,4,4,4,2362,4330,4,0,0,5700,0,1097,103,629,74,13,8,3,21,3,10,19,601,77,7,7,0,3,1,2,0,0,2,13,2,0,0,301,2100,72,2,2,2200,1550,6600,82,1,1,6600,6600,23,155,1,0,0,0,0
1287,2074314,0.06,0.94,1700,0.97,0.79,0.238,23,24,3,13620,0,22,75650,102,0.6,9360,5,1910,690,0,23,0,3,6,6,0,1210,3,0,0,0,0,915,90,553,78,3,3,0,3,1,1,2,496,78,27,20,3,7,2,5,1,2,9,31,18,1,1,352,1800,78,5,6,2100,1380,14400,75,2,2,20400,12900,24,4,1,0,0,0,0
1288,432738,0,1,0,0.25,0.95,0.18,26,24,2,8290,0,19,72600,100,1,0,3,680,1160,0,0,1,0,0,1,0,0,0,0,0,0,0,893,312,537,78,6,2,3,8,2,5,6,480,76,28,21,2,8,3,5,1,5,12,38,39,0,1,310,1200,69,5,5,2900,1300,8200,81,3,3,21600,8133,21,6,0,1,0,0,0
1289,1804227,0.01,0.67,3500,0.5,0.9,0.325,35,12,4,9610,0,27,202790,155,0.85,15220,9,17080,2210,17,35,0,1,6,6,0,200,3,0,0,16520,0,983,87,533,80,5,2,1,6,3,6,6,497,74,26,20,4,8,2,6,0,1,8,22,10,0,0,350,2400,75,6,6,4700,2200,1200,80,2,3,1200,1100,1,43,0,0,1,0,0
1290,2225783,0.02,0.98,1500,0.98,0.95,0.538,18,17,3,18240,0,19,233060,228,0.3,59070,7,3080,750,5,7,0,2,9,9,2,1670,8,0,830,21510,0,669,82,551,72,34,13,10,50,24,29,38,498,75,34,24,6,17,4,13,0,2,26,39,33,1,1,305,1300,74,13,14,2400,1469,6600,79,4,4,9600,6300,1,72,0,0,1,0,0
1291,1572487,0.01,0.81,4000,0.81,0.92,0.38,28,20,4,15830,0,36,118930,225,0.4,26960,7,71090,2080,7,16,0,1,3,9,0,1800,3,0,1620,24200,0,1267,101,644,81,3,1,1,4,2,4,4,633,74,11,9,0,5,2,3,0,0,3,17,5,1,0,354,3000,71,3,3,3800,2000,1000,83,2,2,1000,1000,21,137,0,0,0,1,0
1292,1268372,0.03,0.95,0,2.03,1,0.7,8,7,3,12960,0,23,376460,291,0.25,56320,7,35240,1130,5,7,0,1,10,10,194,2340,6,0,1030,29280,0,776,82,566,73,22,12,6,36,15,25,30,508,74,99,89,7,24,9,15,10,15,50,164,27,16,9,353,2300,72,15,18,4500,2060,4300,81,9,11,13800,5366,3,1,1,0,0,0,0
1293,2321103,0.02,0.92,1000,5,1,0.477,26,19,2,10510,0,20,212170,209,0.65,38360,6,5900,980,0,25,0,8,9,9,0,910,10,0,200,28550,0,659,82,523,78,14,5,4,24,5,11,17,495,77,53,49,1,24,9,15,0,0,21,55,12,0,0,357,2200,75,15,16,6500,2113,12500,80,9,9,33600,12377,23,130,1,0,0,0,0
1294,202321,0.02,0.98,500,0.99,1,0.538,19,13,2,20410,0,28,322340,340,0.15,79670,6,5460,900,6,12,0,3,5,6,53,6100,8,0,1840,30230,0,909,82,601,75,21,13,5,37,10,18,23,567,73,53,50,3,13,3,10,2,3,15,70,5,2,0,350,1300,72,10,11,2300,1350,7000,78,3,3,13200,8100,1,5,1,0,0,0,0
1295,686866,0.01,0.99,6500,0.01,1,0.672,12,7,1,13310,0,11,587530,222,0.1,97890,6,8040,1230,7,10,2,1,9,9,225,7750,12,0,1130,35030,0,410,83,530,74,12,9,2,14,0,5,12,484,76,61,56,4,22,5,17,1,1,17,66,16,1,0,350,1800,75,17,18,5000,1711,12700,78,5,5,19800,10280,35,13,1,0,0,0,0
1296,2726249,0.01,0.83,0,0.54,1,0.55,15,19,2,16040,0,12,253750,198,0.25,81730,7,19410,1230,12,12,0,2,5,5,279869,4080,6,0,0,38530,0,443,87,530,70,15,3,7,19,4,4,11,426,75,54,41,8,17,6,11,2,6,19,53,62,0,4,360,2800,74,11,12,6400,2545,6800,75,6,7,9000,4666,23,12,0,0,1,0,0
1297,2940450,0,0.62,0,0.75,1,0.163,48,18,2,15830,0,12,79550,59,1,35150,7,7610,2940,0,26,1,0,2,4,0,0,2,0,0,30000,0,550,85,607,77,9,4,2,10,2,8,9,578,76,49,39,1,15,5,10,5,8,17,44,29,7,2,357,2600,76,10,10,3600,2450,5300,81,5,5,7200,3880,12,1,0,0,1,0,0
1298,3068086,0.02,0.98,4000,3.31,0.89,0.197,32,28,2,13240,0,16,87860,86,0.55,8180,7,280,1040,0,32,0,2,2,24,0,1580,2,0,0,0,0,604,87,609,77,5,2,3,7,0,3,5,583,70,1,1,0,1,0,1,0,0,1,1,0,0,0,165,500,70,1,1,500,500,0,0,0,0,0,0,42,165,0,0,1,0,0
1299,70990,0,0.97,24000,0.12,0.9,0.508,16,15,3,11050,0,36,325530,291,0.15,72250,7,5040,1090,6,7,0,2,5,5,15,10000,6,0,10500,24190,0,1279,82,559,78,15,8,5,17,3,7,9,497,78,35,33,2,15,8,7,0,1,15,54,5,2,0,341,1400,75,7,8,2300,1400,15600,77,8,9,33600,11712,8,68,0,0,1,0,0
1300,2950397,0.04,0.89,200,1.44,0.9,0.394,31,21,1,5830,0,19,131270,149,0.2,43600,6,9810,870,7,10,3,5,5,5,623,9280,12,0,580,27210,0,700,82,546,72,15,8,5,20,0,10,13,461,78,17,10,2,11,6,5,1,5,8,21,47,0,13,337,1600,79,5,6,2300,1540,5800,77,6,6,15600,5083,40,22,1,0,0,0,0
1301,3371548,0.05,0.69,2000,0.57,1,0.141,28,21,1,15610,0,8,24690,34,0.7,14170,6,480,940,9,28,0,3,3,3,1488815,480,3,0,0,6670,0,298,84,610,84,3,1,1,4,1,1,1,584,65,1,0,0,1,1,0,0,0,0,2,1,0,0,259,0,0,0,0,0,0,1200,65,1,1,1200,1200,18,259,0,0,1,0,0
1302,864726,0.01,0.99,0,0.51,0.56,0.347,23,22,3,10930,0,23,112050,173,0.7,6740,6,210,910,0,23,0,8,12,12,0,640,3,0,0,15300,0,1314,108,541,76,29,12,12,36,4,16,22,504,74,26,21,1,10,4,6,0,2,7,22,24,0,0,346,2900,71,6,6,4300,1633,2700,83,4,4,7800,3450,23,59,1,0,0,0,0
1303,2279215,0,1,300,0.86,1,0.263,17,17,2,9670,0,11,95340,87,0.65,7900,6,680,1010,0,17,0,1,12,12,0,1030,4,0,0,0,0,389,101,626,80,5,0,2,5,0,2,3,589,75,23,18,0,9,3,6,0,0,9,23,7,0,0,349,2000,75,6,6,2300,1633,10300,76,3,3,15600,6900,41,132,0,0,0,1,0
1304,930787,0,0.59,0,0.49,1,0.244,29,18,2,17140,0,26,199310,116,0.35,30300,7,910,2460,11,17,0,2,5,5,2247725,2330,2,0,4660,30220,0,850,83,531,78,14,5,4,20,10,16,16,493,76,23,20,1,7,4,3,0,0,8,39,4,0,0,356,2800,74,3,3,3500,2733,19600,75,4,4,52800,20100,14,116,1,0,0,0,0
1305,2212748,0.01,0.99,1700,0.74,1,0.291,17,17,2,15250,0,12,251610,105,0.3,46410,6,9870,1360,6,12,1,5,5,5,291,3760,12,0,0,4000,0,445,83,641,73,19,7,4,21,10,16,17,614,74,26,24,0,12,3,9,2,4,12,24,3,2,0,324,2100,73,9,9,4200,1877,4600,74,3,4,6600,4500,-1,7,0,0,1,0,0
1306,897923,0.06,0.95,500,0.02,1,0.261,22,21,3,10420,0,17,104910,114,0.4,13200,5,2020,780,9,15,1,1,4,4,216576,1540,6,0,630,5160,0,568,84,652,75,10,7,3,17,7,9,14,618,75,28,26,0,14,7,7,0,1,9,48,11,0,0,308,2100,72,7,7,2900,1657,7700,78,7,7,16200,5685,7,58,1,0,0,0,0
1307,419628,0,0.86,300,0.11,1,0.37,19,17,3,230,0,10,82700,111,0.45,32770,7,10160,1400,6,19,1,0,2,2,22,2350,5,0,0,4140,0,378,85,619,75,9,6,2,14,1,4,8,589,74,7,7,0,4,0,4,0,0,5,7,0,0,0,358,1800,74,4,4,2300,1425,0,0,0,0,0,0,9,119,0,0,1,0,0
1308,1265014,0,1,0,0.29,0.53,0.158,31,35,3,13210,0,16,56890,73,0.85,1700,6,2210,750,0,31,1,2,5,5,0,250,2,0,0,780,0,993,97,621,72,10,2,6,16,7,8,9,592,74,20,18,0,6,1,5,0,0,4,24,4,0,0,332,1700,71,5,5,2200,1600,19200,78,1,1,19200,19200,16,144,1,0,0,0,0
1309,2465363,0.01,0.96,0,0.49,1,0.733,25,9,2,11800,0,21,434740,467,0.15,97620,7,4470,1080,4,5,3,3,7,7,19,5000,21,0,3920,40230,0,717,82,539,72,17,9,7,21,5,12,13,497,74,69,61,2,25,11,14,0,1,28,94,18,0,2,360,2200,72,14,17,5400,1764,9000,78,11,11,15000,7000,4,76,1,0,0,0,0
1310,3363097,0.13,0.87,0,4.26,0.69,0.195,21,14,2,12580,0,11,36220,52,0.3,17380,4,1250,440,9,17,10,0,2,2,85,2950,15,0,0,6960,0,753,85,541,74,8,4,4,8,0,3,5,503,75,14,13,1,7,2,5,1,1,9,32,2,16,0,291,1800,75,5,6,2700,1420,2100,79,2,3,2400,1700,59,23,0,0,1,0,0
1311,2217383,0.01,0.99,500,12.88,0.59,0.325,18,16,1,10280,0,17,105030,130,0.25,21150,5,80,770,12,16,1,1,2,7,405,1860,6,0,0,1540,0,939,82,660,68,11,9,1,19,2,8,16,629,73,26,25,0,9,4,5,2,3,13,26,2,2,0,310,1600,70,5,6,1700,1420,4200,78,4,5,5400,3975,26,1,0,0,1,0,0
1312,1114446,0.04,0.81,0,1.31,0.86,0.419,19,15,4,9020,0,37,196120,252,0.3,26350,6,3390,870,7,19,1,2,7,7,32,2660,7,0,210,1850,0,1362,82,516,77,24,8,9,30,14,19,27,465,78,54,44,5,18,5,13,1,9,22,70,35,2,1,359,1700,77,13,15,2800,1700,3700,78,5,5,5400,3440,7,5,1,0,0,0,0
1313,936602,0.01,0.99,0,0.66,1,0.405,49,20,3,14100,0,18,52330,176,0.85,5970,6,32300,1770,0,49,1,0,3,6,0,200,3,0,0,0,0,611,88,617,70,6,3,3,22,3,10,18,586,73,4,4,0,3,2,1,0,0,2,5,1,0,0,315,2300,75,1,1,2300,2300,4700,70,2,2,6300,4950,16,167,1,0,0,0,0
1314,1068042,0.04,0.85,0,0.96,1,0.611,13,9,2,86020,0,18,622020,250,0.05,189310,8,6530,710,3,5,5,0,2,5,39,8000,27,0,3110,36340,0,605,82,544,80,16,6,8,24,4,6,18,511,76,26,26,1,14,4,10,0,2,7,45,0,0,0,360,1900,75,10,11,7800,2290,52600,75,4,4,97200,39300,-1,31,1,0,0,0,0
1315,275556,0.01,0.94,0,1.23,0.88,0.255,34,38,3,12660,0,30,140660,154,1,12610,7,350,1240,0,34,0,1,2,4,0,0,4,0,0,18260,0,1103,96,529,75,6,1,4,7,3,5,5,497,77,26,20,1,12,6,6,0,1,7,34,14,0,0,350,2300,74,6,6,4900,2300,21000,78,6,6,53400,24050,21,71,1,0,0,0,0
1316,991060,0.04,0.96,0,5.12,1,0.469,13,9,4,2790,0,16,237790,203,0.3,30880,7,2980,820,8,13,0,0,4,4,182225,1830,10,0,500,18510,0,590,82,541,75,4,2,1,5,0,1,1,505,79,37,36,1,12,5,7,1,2,6,59,5,1,0,347,1900,78,7,8,3200,1742,9400,80,5,6,18000,7720,61,26,1,0,0,0,0
1317,1907096,0.04,0.84,0,1.66,0.63,0.413,16,13,2,13070,0,36,193150,194,0.55,25400,7,630,700,8,9,0,2,2,2,0,1310,18,0,0,24390,0,1798,100,533,80,14,5,5,21,5,7,13,494,76,50,42,5,15,6,9,0,0,15,46,17,1,0,340,1700,73,9,9,2400,1533,15000,83,6,7,33600,9350,20,114,1,0,0,0,0
1318,2723263,0.01,0.97,0,0.82,0.7,0.536,24,14,3,27220,0,30,357960,242,0.25,51250,7,7170,1200,12,12,3,0,1,2,239572,3730,15,0,0,34310,0,1379,83,549,75,9,5,4,12,0,1,6,508,73,58,58,2,21,8,13,0,2,24,72,1,0,0,359,2400,73,13,13,4900,2492,5700,76,8,8,21600,5625,81,55,1,0,0,0,0
1319,13910,0.01,0.84,1000,2.9,1,0.391,19,12,4,15590,0,29,295540,218,0.3,33490,5,1600,1420,6,19,0,1,3,3,129206,1500,4,1,1500,6080,0,1017,94,543,81,9,6,3,12,1,4,11,500,75,21,18,7,8,5,3,0,1,2,28,8,1,0,355,1500,72,3,3,2200,1566,4800,78,5,6,13200,4800,21,82,1,0,0,0,0
1320,603897,0,1,500,1.06,0.76,0.358,25,43,3,14960,0,13,191440,130,0.55,9740,7,3360,1080,2,15,0,2,4,4,0,1390,8,0,0,15230,0,574,82,553,72,16,7,5,18,3,4,9,512,77,28,20,4,13,7,6,1,2,6,30,68,1,0,321,1900,78,6,6,2800,1933,3800,77,7,7,9300,4857,17,26,1,0,0,0,0
1321,3552827,0.02,0.98,0,0.12,0.77,0.263,99,95,4,12960,0,33,65470,130,0.45,20140,7,480,820,7,13,0,1,1,4,430917,1410,4,0,180,3680,0,1368,82,621,75,9,3,6,11,0,1,7,593,65,14,14,0,5,1,4,0,1,8,14,1,0,0,238,1300,63,4,4,2200,1500,3600,78,1,1,3600,3600,46,78,0,0,1,0,0
1322,3211055,0.01,0.45,9900,0.1,0.95,0.186,28,17,1,32110,0,18,150220,81,0.55,12150,8,9210,2330,9,17,0,7,7,7,0,1150,4,0,70,63720,0,755,88,531,80,5,2,1,5,0,2,3,500,83,7,6,2,2,1,1,0,0,2,7,14,0,1,240,2700,85,1,1,2700,2700,2400,67,1,1,2400,2400,58,122,1,0,0,0,0
1323,5197,0.16,0.79,2200,0.51,0.96,0.483,43,9,1,24220,0,22,215690,215,0.15,93840,9,5640,390,7,11,12,1,2,2,507,4900,24,0,460,9770,1,752,82,621,75,13,4,7,14,4,5,6,589,77,33,30,0,11,2,9,0,1,5,40,6,1,1,356,2000,77,9,11,4900,1733,8600,76,2,2,10800,8400,3,39,1,0,0,0,0
1324,1922355,0.01,0.99,0,1.39,0.54,0.276,57,37,1,15390,0,27,100450,120,0.85,17000,7,3510,1000,0,57,0,1,4,4,0,190,10,0,0,12350,0,1590,101,534,74,11,6,5,15,5,6,9,491,73,28,27,4,10,2,8,0,0,13,32,9,0,0,355,1800,72,8,9,2400,1600,10200,76,2,2,12000,8850,10,146,1,0,0,0,0
1325,3401462,0,0.78,1200,0.8,0.67,0.163,20,18,3,16410,0,10,83560,45,0.5,26490,5,70,1990,18,18,1,0,3,3,0,1530,3,0,0,9230,0,507,84,653,78,9,6,2,10,3,6,7,635,77,16,13,0,8,6,2,2,7,12,16,5,2,0,311,3600,78,2,2,5100,3450,12500,77,6,6,32400,13200,6,24,1,0,0,0,0
1326,3089078,0.01,0.89,0,0.65,0.52,0.483,9,8,3,31740,0,44,864310,366,0.1,102410,6,5490,1210,3,9,3,4,10,10,29,6220,5,0,2560,15280,0,2622,82,657,77,4,2,2,8,0,2,6,637,79,31,28,0,5,3,2,0,3,10,48,8,0,0,315,1800,68,2,3,2200,1650,13100,80,3,3,15000,9600,31,40,1,0,0,0,0
1327,2902343,0.24,0.76,500,0.4,1,0.121,95,32,1,4800,0,11,450,40,0.75,450,10,15160,220,7,95,1,0,2,2,121,450,2,0,0,0,0,390,82,543,72,9,4,4,12,0,5,9,512,80,27,15,2,9,2,7,1,4,11,20,25,0,2,307,900,79,7,9,4000,1357,2600,80,2,2,3000,2700,44,3,0,0,1,0,0
1328,3078758,0.01,0.99,200,0.87,0.59,0.154,90,34,1,12270,0,13,41720,44,0.75,530,5,410,970,9,90,0,0,12,12,0,330,6,0,0,12510,0,720,86,609,71,11,5,6,13,0,4,4,585,76,3,3,0,1,0,1,0,0,2,3,0,0,0,219,1300,76,1,1,1300,1300,0,0,0,0,0,0,57,176,1,0,0,0,0
1329,2676462,0.04,0.91,100,11.45,0.66,0.463,28,12,2,85080,0,21,280420,186,0.1,111780,7,1830,950,3,9,7,1,2,4,90,6470,15,0,830,17040,0,1044,82,635,76,9,5,4,15,2,9,12,600,75,34,33,0,14,5,9,0,0,12,39,3,0,0,354,2600,73,9,10,3600,2000,11100,79,5,6,23400,10800,3,113,1,0,0,0,0
1330,3487200,0.01,0.4,3000,0.03,0.71,0.205,30,29,4,20110,0,48,173040,153,0.1,58720,7,11410,1750,9,25,1,1,2,2,341,11920,7,0,140,1500,0,2120,82,643,75,10,7,3,13,6,9,10,614,77,9,9,0,6,1,5,0,1,5,9,1,0,0,219,1700,76,5,6,2300,1580,8400,85,1,1,8400,8400,-2,75,0,0,1,0,0
1331,1940973,0,0.85,10000,0.27,0.88,0.502,29,9,5,39050,0,56,148110,460,0.55,19630,5,81420,1450,9,11,0,1,3,3,848,1060,4,0,20,14190,0,2008,82,649,76,11,5,3,17,7,14,16,636,79,24,17,0,13,9,4,2,3,12,34,16,2,3,359,2600,73,4,4,3400,2000,13000,81,9,12,25200,11344,2,25,1,0,0,0,0
1332,3077727,0.01,0.92,1600,10.76,1,0.296,29,27,1,9640,0,10,78940,89,0.7,16770,7,1650,1330,7,21,0,1,2,2,0,310,2,0,0,10640,0,373,83,655,77,18,8,5,26,8,12,19,637,77,14,13,0,9,6,3,2,3,7,19,1,3,0,322,1700,77,3,4,1800,1733,4100,77,6,6,11400,4866,1,3,0,0,1,0,0
1333,3579408,0.03,0.97,200,0.28,0.71,0.092,156,138,3,13040,0,10,14610,26,0.6,5640,4,320,660,6,30,0,1,2,3,521184,500,2,0,0,6660,0,490,83,626,79,3,2,1,3,0,1,2,590,73,2,2,0,2,1,1,0,0,2,4,0,0,0,174,1100,76,1,1,1100,1100,2700,70,1,1,2700,2700,41,138,1,0,0,0,0
1334,738130,0.02,0.68,10000,3.39,1,0.381,14,14,3,17230,0,11,143990,126,0.25,30460,8,3800,940,7,8,0,2,3,3,86976,4660,6,0,0,7950,0,401,84,556,78,11,5,4,13,2,2,6,492,73,36,31,2,15,8,7,0,1,16,42,12,2,0,349,2100,71,7,8,3900,1600,2900,76,8,9,10800,3087,11,84,1,0,0,0,0
1335,2989404,0.05,0.95,1000,1.29,0.88,0.238,20,19,3,2210,0,37,45270,146,0.3,17610,6,4340,620,4,15,0,0,2,3,222822,1630,2,0,2840,9500,0,1345,92,545,63,1,0,1,4,2,4,4,509,72,11,7,2,8,5,3,1,2,6,10,9,1,1,291,800,70,3,3,1300,933,4600,74,5,5,7200,3100,16,25,0,0,1,0,0
1336,1385632,0.06,0.88,1200,2.38,0.86,0.266,19,17,4,9460,0,44,107660,226,0.3,36440,7,750,770,14,14,2,1,2,2,1000,2410,4,0,760,4290,0,1613,82,533,66,2,0,2,2,0,0,0,492,77,21,20,1,9,4,5,0,0,6,40,3,0,0,351,1100,70,5,5,2200,1160,12500,79,4,4,16200,11700,194,92,1,0,0,0,0
1337,840733,0,0.89,0,0.46,0.93,0.284,120,89,1,18650,0,14,234350,97,0.2,20890,8,810,1430,8,23,0,2,9,9,6765,2620,30,0,0,9170,0,532,85,516,78,22,10,8,25,3,7,12,479,77,79,52,18,26,11,15,0,3,23,59,117,0,0,356,1800,75,15,16,3700,1653,17600,78,11,12,32400,11045,11,68,1,0,0,0,0
1338,3030367,0.01,0.99,0,0.55,0.26,0.143,28,37,2,13290,0,11,34290,44,0.7,6850,7,730,1000,7,28,0,0,2,2,242425,330,2,0,0,6410,0,1389,88,626,80,4,1,2,4,0,1,1,613,76,9,8,0,2,1,1,0,1,4,11,4,0,0,299,1100,72,1,1,1100,1100,8400,78,1,1,8400,8400,83,54,0,0,1,0,0
1339,3181673,0.03,0.97,1600,1.5,0.53,0.358,28,16,3,25310,0,17,159380,136,0.8,34590,8,2590,1030,0,28,0,21,21,21,0,360,9,0,0,14150,0,1028,86,485,77,11,7,4,13,1,2,5,462,76,47,37,5,17,6,11,1,8,24,42,83,0,16,304,2600,75,11,12,5000,2100,3500,82,6,7,10800,4700,9,21,1,0,0,0,0
1340,1366331,0.01,0.93,0,1.57,1,0.786,5,6,3,28990,0,21,675690,376,0.2,90020,6,5730,1290,3,4,4,0,6,6,4,2690,5,2,3060,30800,0,706,82,533,77,22,10,10,37,7,19,31,485,75,105,89,8,24,9,15,2,3,42,140,42,7,4,360,2300,72,15,16,4500,1853,9300,80,9,11,14400,7577,1,24,1,0,0,0,0
1341,2816480,0,0.95,5000,1.23,0.27,0.313,31,19,2,12440,0,23,145850,152,0.35,33920,5,6460,1560,16,17,0,3,3,3,1356968,1010,6,0,0,22210,0,2668,82,656,78,13,5,2,15,7,11,14,636,78,21,19,0,9,6,3,2,6,9,27,4,2,0,349,2600,74,3,3,3600,1600,19300,81,6,6,49200,16650,7,8,1,0,0,0,0
1342,2141237,0,0.7,500,0.66,1,0.488,14,12,3,110,0,30,493310,248,0.4,53250,7,20070,1950,14,14,0,2,4,4,0,3780,6,0,110,96820,0,976,82,533,78,12,6,5,14,1,6,8,490,74,42,40,2,13,5,8,0,0,14,42,3,0,0,356,2200,73,8,8,3000,1887,4200,76,5,5,7200,3720,23,131,1,0,0,0,0
1343,168193,0.01,0.94,0,1.41,0.81,0.661,16,9,3,17930,0,38,655370,368,0.3,90220,7,7190,1280,5,16,1,1,15,15,1497046,3010,33,0,0,39510,0,1499,82,527,74,31,14,13,44,4,10,29,476,76,88,73,5,30,7,23,2,12,50,105,56,4,2,357,2200,75,23,23,6000,1952,3000,80,7,8,8400,4342,22,7,1,0,0,0,0
1344,3084204,0.08,0.88,1000,0.37,1,0.438,14,14,3,30520,0,16,156350,176,0.35,25170,6,2730,630,8,14,1,3,3,3,973330,2350,8,0,0,14140,0,539,87,538,73,11,7,3,20,3,13,14,474,74,23,15,6,10,4,6,1,7,13,15,46,0,11,326,2100,73,6,7,2600,1300,2400,77,4,5,6600,2750,14,27,1,0,0,0,0
1345,3172982,0.05,0.95,0,1.02,1,0.142,38,44,2,9080,0,11,16740,47,0.6,4610,6,1650,570,21,26,0,1,1,3,0,1010,3,0,310,5050,0,411,83,635,77,22,12,5,27,10,16,23,620,71,12,12,0,4,2,2,0,0,3,17,4,0,0,351,900,66,2,2,1100,800,7400,79,2,2,9600,5300,5,100,0,0,1,0,0
1346,2431192,0.01,0.99,2000,1.96,0.68,0.35,16,20,3,9640,0,19,140970,145,0.4,31200,5,2060,1190,8,16,0,0,2,2,0,1700,4,0,0,6720,0,962,82,628,83,6,4,1,9,1,3,6,600,76,31,31,0,7,3,4,0,0,8,37,1,0,0,348,2600,75,4,4,2900,2500,12800,83,3,3,21600,14000,22,113,1,0,0,0,0
1347,3022391,0,0.97,6000,0.68,1,0.466,17,9,1,21560,0,12,252820,168,0.4,30130,8,10390,1170,9,17,0,8,8,8,0,1110,7,0,0,10500,0,418,85,552,77,9,3,4,13,6,8,10,473,73,71,65,5,17,4,13,0,1,23,76,25,0,0,357,2100,72,13,16,4400,1800,7300,76,4,4,15600,6675,5,74,1,0,0,0,0
1348,2949261,0.04,0.96,900,0.45,0.93,0.145,81,66,2,12340,0,14,26570,53,0.95,6860,5,230,710,1,81,0,2,4,4,0,110,4,0,0,6630,0,514,84,608,83,4,2,1,5,0,1,2,586,76,11,11,0,3,1,2,0,0,1,11,2,0,0,358,1200,75,2,2,1200,1050,7200,78,1,1,7200,7200,66,154,0,0,1,0,0
1349,598600,0,0.88,4000,0.41,0.97,0.272,15,12,3,11410,0,32,147650,165,0.35,17480,8,1980,1480,9,15,0,0,0,3,0,3700,4,0,0,0,0,1062,85,633,80,8,5,1,17,4,6,14,598,76,19,19,0,7,3,4,0,0,4,22,0,0,0,344,2600,75,4,4,3800,2025,7500,83,3,3,7800,6900,2,122,1,0,0,0,0
